Date,MPC Target,Processed,Submitted,codes,Observability,"approx. transit time (@TMO, LOCAL)",RA,Dec,"RA Vel (""/min)","Dec Vel (""/min)",Vmag,~Error (arcsec),Error Color,Sky Brightness,SNR,Vel_Est,FWHM,Sky Mag,start,end
1019-1020,P21Mfe0_2,,1,"1,",03:10 - 10:50,2023-10-19 6:40:00,0:42:31,28:06:34,1.14,-6.6,20.9,"(0.89, 3.21)",ORANGE,,,,,,2023-10-19,2023-10-20
1019-1020,C0LPM15_1,,1,"1,",04:40 - 12:10,2023-10-19 8:10:00,2:11:23,26:50:40,-4.14,-6.6,20.7,"(8.7, 15.62)",GREEN,,,,,,2023-10-19,2023-10-20
1019-1020,C0LPM15_2,,1,"1,",04:40 - 12:10,2023-10-19 8:10:00,2:11:23,26:50:40,-4.14,-6.6,20.7,"(8.7, 15.62)",GREEN,,,,,,2023-10-19,2023-10-20
1019-1020,gb00646_1,,1,"1,",02:00 - 09:30,2023-10-20 5:20:00,23:27:47,29:12:28,-9,12.6,20.4,"(0.72, 0.27)",GREEN,,,,,,2023-10-19,2023-10-20
1019-1020,gb00646_2,,1,"1,",02:00 - 09:30,2023-10-20 5:20:00,23:27:47,29:12:28,-9,12.6,20.4,"(0.72, 0.27)",GREEN,,,,,,2023-10-19,2023-10-20
1019-1020,ST23J70_1,object not in fov,-1,"-2,",06:00 - 13:20,2023-10-19 9:40:00,3:37:13,34:19:17,-30.6,16.8,19.1,"(1972.26, 1294.69)",ORANGE,,,,,,2023-10-19,2023-10-20
1019-1020,ST23J70_2,object not in fov,-1,"-2,",06:00 - 13:20,2023-10-19 9:40:00,3:37:13,34:19:17,-30.6,16.8,19.1,"(1972.26, 1294.69)",ORANGE,,,,,,2023-10-19,2023-10-20
1019-1020,C3XY4F1_1,object not in fov,-1,"-2,",06:30 - 14:00,2023-10-19 9:50:00,3:53:03,20:00:58,0,-15.6,19.2,"(0.68, 5.17)",ORANGE,,,,,,2023-10-19,2023-10-20
1019-1020,C3XY4F1_2,object not in fov,-1,"-2,",06:30 - 14:00,2023-10-19 9:50:00,3:53:03,20:00:58,0,-15.6,19.2,"(0.68, 5.17)",ORANGE,,,,,,2023-10-19,2023-10-20
1019-1020,gb00647_1,,1,"1,",02:00 - 09:50,2023-10-20 5:20:00,23:27:01,37:07:58,42,21,19.5,"(2.77, 1.09)",RED,,,,,,2023-10-19,2023-10-20
1019-1020,gb00647_2,,1,"1,",02:00 - 09:50,2023-10-20 5:20:00,23:27:01,37:07:58,42,21,19.5,"(2.77, 1.09)",RED,,,,,,2023-10-19,2023-10-20
1019-1020,A10Xzjh_1,,1,"1,",02:40 - 09:00,2023-10-20 5:00:00,22:58:22,-9:33:54,2.16,16.8,18.7,"(23.44, 5.4)",GREEN,,,,,,2023-10-19,2023-10-20
1019-1020,A10Xzjh_2,,1,"1,",02:40 - 09:00,2023-10-20 5:00:00,22:58:22,-9:33:54,2.16,16.8,18.7,"(23.44, 5.4)",GREEN,,,,,,2023-10-19,2023-10-20
1019-1020,C9QYCZ2_1,,1,"1,",07:00 - 13:00,2023-10-19 9:00:00,2:57:30,56:34:55,-2.46,-0.84,21.3,"(16.18, 9.18)",GREEN,,,,,,2023-10-19,2023-10-20
1019-1020,C9QYCZ2_2,,1,"1,",07:00 - 13:00,2023-10-19 9:00:00,2:57:30,56:34:55,-2.46,-0.84,21.3,"(16.18, 9.18)",GREEN,,,,,,2023-10-19,2023-10-20
1019-1020,C9QY7C2_1,,1,"1,",07:10 - 13:30,2023-10-19 9:30:00,3:28:00,-7:43:35,-7.8,29.4,18.6,"(0.42, 1.21)",ORANGE,,,,,,2023-10-19,2023-10-20
1019-1020,C9QY7C2_2,,1,"1,",07:10 - 13:30,2023-10-19 9:30:00,3:28:00,-7:43:35,-7.8,29.4,18.6,"(0.42, 1.21)",ORANGE,,,,,,2023-10-19,2023-10-20
1019-1020,C9QXWP2_1,object not in fov,-1,"-2,",05:00 - 11:20,2023-10-19 7:20:00,1:21:48,-18:52:32,-1.14,0.54,21.3,"(13.99, 6.29)",GREEN,,,,,,2023-10-19,2023-10-20
1019-1020,C9QXWP2_2,object not in fov,-1,"-2,",05:00 - 11:20,2023-10-19 7:20:00,1:21:48,-18:52:32,-1.14,0.54,21.3,"(13.99, 6.29)",GREEN,,,,,,2023-10-19,2023-10-20
1019-1020,P11Mi7g_1,,1,"1,",09:00 - 15:20,2023-10-19 11:20:00,5:17:44,-9:36:55,0.6,2.58,21.1,"(1.92, 7.71)",GREEN,,,,,,2023-10-19,2023-10-20
1019-1020,P11Mi7g_2,,1,"1,",09:00 - 15:20,2023-10-19 11:20:00,5:17:44,-9:36:55,0.6,2.58,21.1,"(1.92, 7.71)",GREEN,,,,,,2023-10-19,2023-10-20
1018-1019,ST23J32_1,,-1,"-2,",03:20 - 10:50,2023-10-18 6:50:00,0:43:53,22:27:59,1.68,8.4,20.9,"(201269.48, 71282.54)",BLACK,,,,,,2023-10-18,2023-10-19
1018-1019,ST23J32_2,,-1,"-2,",03:20 - 10:50,2023-10-18 6:50:00,0:43:53,22:27:59,1.68,8.4,20.9,"(201269.48, 71282.54)",BLACK,,,,,,2023-10-18,2023-10-19
1018-1019,ST23J56_1,,-1,"-2,",02:20 - 09:20,2023-10-19 5:40:00,23:42:25,24:47:07,-61.8,2.16,20,"(5914.45, 251.25)",RED,,,,,,2023-10-18,2023-10-19
1018-1019,ST23J56_2,,-1,"-2,",02:20 - 09:20,2023-10-19 5:40:00,23:42:25,24:47:07,-61.8,2.16,20,"(5914.45, 251.25)",RED,,,,,,2023-10-18,2023-10-19
1018-1019,MaSza53_1,,1,"1,",04:50 - 12:10,2023-10-18 8:10:00,2:09:45,26:21:33,-3.06,15,20.6,"(2.58, 12.88)",ORANGE,,,,,,2023-10-18,2023-10-19
1018-1019,MaSza53_2,,1,"1,",04:50 - 12:10,2023-10-18 8:10:00,2:09:45,26:21:33,-3.06,15,20.6,"(2.58, 12.88)",ORANGE,,,,,,2023-10-18,2023-10-19
1018-1019,C3XLNE1_1,,1,"1,",05:10 - 11:30,2023-10-18 7:20:00,1:18:24,-4:37:16,4.74,-14.4,20.1,"(0.68, 0.94)",ORANGE,,,,,,2023-10-18,2023-10-19
1018-1019,C3XLNE1_2,,1,"1,",05:10 - 11:30,2023-10-18 7:20:00,1:18:24,-4:37:16,4.74,-14.4,20.1,"(0.68, 0.94)",ORANGE,,,,,,2023-10-18,2023-10-19
1018-1019,C9QUJM2_1,,1,"1,",06:10 - 12:30,2023-10-18 8:30:00,2:29:07,-5:18:50,-10.8,16.8,20,"(83.14, 18.82)",GREEN,,,,,,2023-10-18,2023-10-19
1018-1019,C9QUJM2_2,,1,"1,",06:10 - 12:30,2023-10-18 8:30:00,2:29:07,-5:18:50,-10.8,16.8,20,"(83.14, 18.82)",GREEN,,,,,,2023-10-18,2023-10-19
1018-1019,P11LXYh_1,,1,"1,",05:30 - 11:50,2023-10-18 7:40:00,1:41:07,-17:30:43,-0.72,3.36,21.5,"(0.22, 1.64)",GREEN,,,,,,2023-10-18,2023-10-19
1018-1019,P11LXYh_2,,1,"1,",05:30 - 11:50,2023-10-18 7:40:00,1:41:07,-17:30:43,-0.72,3.36,21.5,"(0.22, 1.64)",GREEN,,,,,,2023-10-18,2023-10-19
1018-1019,gb00643_1,,1,"1,",06:50 - 14:30,2023-10-18 10:20:00,4:15:16,33:36:04,10.2,-32.4,18.7,"(2.72, 0.8)",RED,,,,,,2023-10-18,2023-10-19
1018-1019,gb00643_2,,1,"1,",06:50 - 14:30,2023-10-18 10:20:00,4:15:16,33:36:04,10.2,-32.4,18.7,"(2.72, 0.8)",RED,,,,,,2023-10-18,2023-10-19
1018-1019,C0LF1G5_1,,1,"1,",07:00 - 14:30,2023-10-18 10:30:00,4:24:24,19:40:52,-5.76,6.6,21.5,"(6.07, 6.26)",ORANGE,,,,,,2023-10-18,2023-10-19
1018-1019,C0LF1G5_2,,1,"1,",07:00 - 14:30,2023-10-18 10:30:00,4:24:24,19:40:52,-5.76,6.6,21.5,"(6.07, 6.26)",ORANGE,,,,,,2023-10-18,2023-10-19
1018-1019,C9QY7C2_1,,1,"1,",07:20 - 13:40,2023-10-18 9:40:00,3:40:12,-19:01:26,-6.6,24,19.1,"(3.13, 13.73)",ORANGE,,,,,,2023-10-18,2023-10-19
1018-1019,C9QY7C2_2,,1,"1,",07:20 - 13:40,2023-10-18 9:40:00,3:40:12,-19:01:26,-6.6,24,19.1,"(3.13, 13.73)",ORANGE,,,,,,2023-10-18,2023-10-19
1018-1019,P21MbnG_1,,1,"1,",08:20 - 14:30,2023-10-18 10:30:00,4:31:25,-19:55:25,-3.36,2.34,21.5,"(0.73, 0.6)",GREEN,,,,,,2023-10-18,2023-10-19
1018-1019,P21MbnG_2,,1,"1,",08:20 - 14:30,2023-10-18 10:30:00,4:31:25,-19:55:25,-3.36,2.34,21.5,"(0.73, 0.6)",GREEN,,,,,,2023-10-18,2023-10-19
1018-1019,P21Mi7J_1,rec fail,-1,"-2,",08:40 - 15:00,2023-10-18 11:00:00,4:55:51,-8:11:24,0.36,-1.92,21.3,"(9.02, 8.58)",GREEN,,,,,,2023-10-18,2023-10-19
1018-1019,P21Mi7J_2,rec fail,-1,"-2,",08:40 - 15:00,2023-10-18 11:00:00,4:55:51,-8:11:24,0.36,-1.92,21.3,"(9.02, 8.58)",GREEN,,,,,,2023-10-18,2023-10-19
1018-1019,P11MaVv_1,,1,"1,",05:40 - 13:10,2023-10-18 9:10:00,3:06:34,10:10:18,-10.2,-4.8,20.1,"(54.08, 11.08)",GREEN,,,,,,2023-10-18,2023-10-19
1018-1019,P11MaVv_2,,1,"1,",05:40 - 13:10,2023-10-18 9:10:00,3:06:34,10:10:18,-10.2,-4.8,20.1,"(54.08, 11.08)",GREEN,,,,,,2023-10-18,2023-10-19
1017-1018,ST23J32_1,,-1,"-2,",03:20 - 10:50,2023-10-17 6:50:00,0:41:07,18:19:17,1.86,9.6,20.7,"(162933.11, 66200.54)",BLACK,,,,,,2023-10-17,2023-10-18
1017-1018,ST23J32_2,,-1,"-2,",03:20 - 10:50,2023-10-17 6:50:00,0:41:07,18:19:17,1.86,9.6,20.7,"(162933.11, 66200.54)",BLACK,,,,,,2023-10-17,2023-10-18
1017-1018,P21LCal_1,,-1,"-2,",04:10 - 11:40,2023-10-17 7:30:00,1:26:38,19:40:38,9,-5.76,19.8,"(60.79, 57.94)",ORANGE,,,,,,2023-10-17,2023-10-18
1017-1018,P21LCal_2,,-1,"-2,",04:10 - 11:40,2023-10-17 7:30:00,1:26:38,19:40:38,9,-5.76,19.8,"(60.79, 57.94)",ORANGE,,,,,,2023-10-17,2023-10-18
1017-1018,SarSza1_1,,1,"1,",03:50 - 11:30,2023-10-17 7:20:00,1:10:39,6:43:32,15,-31.8,19.2,"(0.59, 0.46)",ORANGE,,,,,,2023-10-17,2023-10-18
1017-1018,SarSza1_2,,1,"1,",03:50 - 11:30,2023-10-17 7:20:00,1:10:39,6:43:32,15,-31.8,19.2,"(0.59, 0.46)",ORANGE,,,,,,2023-10-17,2023-10-18
1017-1018,P21M8qF_1,,-1,"-2,",03:10 - 06:40,2023-10-18 5:30:00,23:23:47,-19:34:46,-276,-60.6,18.1,"(0.93, 0.63)",RED,,,,,,2023-10-17,2023-10-18
1017-1018,P21M8qF_2,,-1,"-2,",03:10 - 06:40,2023-10-18 5:30:00,23:23:47,-19:34:46,-276,-60.6,18.1,"(0.93, 0.63)",RED,,,,,,2023-10-17,2023-10-18
1017-1018,P11LXnU_1,,1,"1,",04:50 - 12:40,2023-10-17 8:10:00,2:07:24,10:19:21,32.4,14.4,19.6,"(0.39, 0.31)",ORANGE,,,,,,2023-10-17,2023-10-18
1017-1018,P11LXnU_2,,1,"1,",04:50 - 12:40,2023-10-17 8:10:00,2:07:24,10:19:21,32.4,14.4,19.6,"(0.39, 0.31)",ORANGE,,,,,,2023-10-17,2023-10-18
1017-1018,MaSza53_1,,1,"1,",04:50 - 12:20,2023-10-17 8:20:00,2:14:33,20:18:26,-3.24,16.2,20.3,"(4.52, 10.44)",ORANGE,,,,,,2023-10-17,2023-10-18
1017-1018,MaSza53_2,,1,"1,",04:50 - 12:20,2023-10-17 8:20:00,2:14:33,20:18:26,-3.24,16.2,20.3,"(4.52, 10.44)",ORANGE,,,,,,2023-10-17,2023-10-18
1017-1018,P11MaVx_1,,1,"1,",06:10 - 13:30,2023-10-17 9:40:00,3:29:33,10:10:08,-12.6,6.6,20.4,"(0.32, 0.19)",ORANGE,,,,,,2023-10-17,2023-10-18
1017-1018,P11MaVx_2,,1,"1,",06:10 - 13:30,2023-10-17 9:40:00,3:29:33,10:10:08,-12.6,6.6,20.4,"(0.32, 0.19)",ORANGE,,,,,,2023-10-17,2023-10-18
1017-1018,C9QUJM2_1,,1,"1,",06:30 - 12:50,2023-10-17 8:50:00,2:46:28,-11:43:37,-10.8,15.6,20.2,"(0.63, 0.79)",GREEN,,,,,,2023-10-17,2023-10-18
1017-1018,C9QUJM2_2,,1,"1,",06:30 - 12:50,2023-10-17 8:50:00,2:46:28,-11:43:37,-10.8,15.6,20.2,"(0.63, 0.79)",GREEN,,,,,,2023-10-17,2023-10-18
1017-1018,P11MaVz_1,,1,"1,",06:30 - 14:00,2023-10-17 9:50:00,3:45:36,10:32:41,-0.36,-2.82,21.4,"(10.19, 8.03)",GREEN,,,,,,2023-10-17,2023-10-18
1017-1018,P11MaVz_2,,1,"1,",06:30 - 14:00,2023-10-17 9:50:00,3:45:36,10:32:41,-0.36,-2.82,21.4,"(10.19, 8.03)",GREEN,,,,,,2023-10-17,2023-10-18
1017-1018,C9QHCN2_1,,1,"1,",07:00 - 14:30,2023-10-17 10:20:00,4:14:55,4:06:48,4.02,22.8,19.9,"(0.21, 0.44)",ORANGE,,,,,,2023-10-17,2023-10-18
1017-1018,C9QHCN2_2,,1,"1,",07:00 - 14:30,2023-10-17 10:20:00,4:14:55,4:06:48,4.02,22.8,19.9,"(0.21, 0.44)",ORANGE,,,,,,2023-10-17,2023-10-18
1017-1018,C0LF1G5_1,,1,"1,",07:10 - 14:40,2023-10-17 10:40:00,4:33:58,16:47:26,-6.6,8.4,20.9,"(49.93, 62.33)",ORANGE,,,,,,2023-10-17,2023-10-18
1017-1018,C0LF1G5_2,,1,"1,",07:10 - 14:40,2023-10-17 10:40:00,4:33:58,16:47:26,-6.6,8.4,20.9,"(49.93, 62.33)",ORANGE,,,,,,2023-10-17,2023-10-18
1017-1018,P11MaVv_1,,1,"1,",06:00 - 13:30,2023-10-17 9:30:00,3:23:37,12:07:17,-11.4,-5.1,20.1,"(0.41, 0.2)",GREEN,,,,,,2023-10-17,2023-10-18
1017-1018,P11MaVv_2,,1,"1,",06:00 - 13:30,2023-10-17 9:30:00,3:23:37,12:07:17,-11.4,-5.1,20.1,"(0.41, 0.2)",GREEN,,,,,,2023-10-17,2023-10-18
1017-1018,P11MaTG_1,,1,"1,",05:50 - 13:20,2023-10-17 9:20:00,3:13:56,19:17:36,-10.2,20.4,19.9,"(0.4, 0.41)",ORANGE,,,,,,2023-10-17,2023-10-18
1017-1018,P11MaTG_2,,1,"1,",05:50 - 13:20,2023-10-17 9:20:00,3:13:56,19:17:36,-10.2,20.4,19.9,"(0.4, 0.41)",ORANGE,,,,,,2023-10-17,2023-10-18
1017-1018,C9QHFW2_1,,1,"1,",09:00 - 15:20,2023-10-17 11:20:00,5:11:39,-11:22:08,0.72,2.58,21.2,"(2.04, 6.31)",GREEN,,,,,,2023-10-17,2023-10-18
1017-1018,C9QHFW2_2,,1,"1,",09:00 - 15:20,2023-10-17 11:20:00,5:11:39,-11:22:08,0.72,2.58,21.2,"(2.04, 6.31)",GREEN,,,,,,2023-10-17,2023-10-18
1017-1018,C9QHGF2_1,"tracking jump: 125, 233",1,"2,",09:10 - 15:30,2023-10-17 11:30:00,5:26:38,-5:57:56,-4.86,5.22,20.8,"(14.85, 15.86)",GREEN,25.9669,"(0.7427, 0.7450)",7.9948,19.0406,20.8,2023-10-17,2023-10-18
1017-1018,C9QHGF2_2,"tracking jump: 125, 233",1,"2,",09:10 - 15:30,2023-10-17 11:30:00,5:26:38,-5:57:56,-4.86,5.22,20.8,"(14.85, 15.86)",GREEN,25.9669,"(0.7427, 0.7450)",7.9948,19.0406,20.8,2023-10-17,2023-10-18
1017-1018,C9QG2T2_1,,1,"1,",06:10 - 12:30,2023-10-17 8:30:00,2:21:54,-5:31:14,0.6,4.2,21.1,"(0.88, 4.61)",GREEN,,,,,,2023-10-17,2023-10-18
1017-1018,C9QG2T2_2,,1,"1,",06:10 - 12:30,2023-10-17 8:30:00,2:21:54,-5:31:14,0.6,4.2,21.1,"(0.88, 4.61)",GREEN,,,,,,2023-10-17,2023-10-18
1017-1018,C9PKH62_1,,1,"1,",04:50 - 12:20,2023-10-17 8:20:00,2:11:42,16:15:10,3.72,7.2,21.1,"(6.93, 13.63)",GREEN,,,,,,2023-10-17,2023-10-18
1017-1018,C9PKH62_2,,1,"1,",04:50 - 12:20,2023-10-17 8:20:00,2:11:42,16:15:10,3.72,7.2,21.1,"(6.93, 13.63)",GREEN,,,,,,2023-10-17,2023-10-18
1010-1011,P11LcZT_1,,1,"1,",02:00 - 09:30,2023-10-11 5:30:00,22:54:17,6:42:21,-2.28,6,21.3,"(0.08, 0.06)",GREEN,,,,,,2023-10-10,2023-10-11
1010-1011,P11LcZT_2,,1,"1,",02:00 - 09:30,2023-10-11 5:30:00,22:54:17,6:42:21,-2.28,6,21.3,"(0.08, 0.06)",GREEN,,,,,,2023-10-10,2023-10-11
1010-1011,C9M62Q2_1,,1,"1,",01:20 - 08:50,2023-10-11 4:40:00,22:10:22,25:41:49,4.02,-7.8,20.7,"(0.97, 0.43)",GREEN,,,,,,2023-10-10,2023-10-11
1010-1011,C9M62Q2_2,,1,"1,",01:20 - 08:50,2023-10-11 4:40:00,22:10:22,25:41:49,4.02,-7.8,20.7,"(0.97, 0.43)",GREEN,,,,,,2023-10-10,2023-10-11
1010-1011,C9MDWV2_1,_1 rec fail,-1,"-2,",03:30 - 11:00,2023-10-10 7:00:00,0:21:31,20:04:03,-1.56,-2.28,21.2,"(95.05, 79.43)",GREEN,,,,,,2023-10-10,2023-10-11
1010-1011,C9MDWV2_2,_1 rec fail,-1,"-2,",03:30 - 11:00,2023-10-10 7:00:00,0:21:31,20:04:03,-1.56,-2.28,21.2,"(95.05, 79.43)",GREEN,,,,,,2023-10-10,2023-10-11
1010-1011,P21LcVE_1,,-1,"-8,",03:50 - 10:10,2023-10-11 6:00:00,23:27:05,-14:33:38,3.96,-3,21.5,"(45.95, 22.67)",ORANGE,,,,,,2023-10-10,2023-10-11
1010-1011,P21LcVE_2,,-1,"-8,",03:50 - 10:10,2023-10-11 6:00:00,23:27:05,-14:33:38,3.96,-3,21.5,"(45.95, 22.67)",ORANGE,,,,,,2023-10-10,2023-10-11
1010-1011,P11L7fO_1,bad seeing/cloud?,-1,"-3,",04:50 - 11:10,2023-10-10 7:10:00,0:32:43,-23:08:17,0.9,-4.56,21.5,"(0.0, 0.14)",GREEN,,,,,,2023-10-10,2023-10-11
1010-1011,P11L7fO_2,bad seeing/cloud?,-1,"-3,",04:50 - 11:10,2023-10-10 7:10:00,0:32:43,-23:08:17,0.9,-4.56,21.5,"(0.0, 0.14)",GREEN,,,,,,2023-10-10,2023-10-11
1010-1011,P21LfrU_1,,-1,"-8,",05:20 - 12:50,2023-10-10 8:50:00,2:15:15,15:39:37,-4.5,0.18,20.7,"(0.13, 0.15)",GREEN,,,,,,2023-10-10,2023-10-11
1010-1011,P21LfrU_2,,-1,"-8,",05:20 - 12:50,2023-10-10 8:50:00,2:15:15,15:39:37,-4.5,0.18,20.7,"(0.13, 0.15)",GREEN,,,,,,2023-10-10,2023-10-11
1010-1011,C3VWTU1_1,failed solve?,-1,"-2,",05:30 - 13:10,2023-10-10 8:50:00,2:12:30,32:22:25,29.4,-7.2,18.9,"(3.33, 1.16)",ORANGE,,,,,,2023-10-10,2023-10-11
1010-1011,C3VWTU1_2,failed solve?,-1,"-2,",05:30 - 13:10,2023-10-10 8:50:00,2:12:30,32:22:25,29.4,-7.2,18.9,"(3.33, 1.16)",ORANGE,,,,,,2023-10-10,2023-10-11
1010-1011,C9MHE82_1,,-1,"-2,",06:00 - 13:40,2023-10-10 9:20:00,2:45:41,22:28:36,23.4,5.04,21.4,"(50.79, 8.33)",ORANGE,,,,,,2023-10-10,2023-10-11
1010-1011,C9MHE82_2,,-1,"-2,",06:00 - 13:40,2023-10-10 9:20:00,2:45:41,22:28:36,23.4,5.04,21.4,"(50.79, 8.33)",ORANGE,,,,,,2023-10-10,2023-10-11
1008-1009,7NBR001_1,_1 rec fail,1,"2,",03:30 - 11:10,2023-10-08 7:00:00,0:17:33,14:44:14,18.6,18,19.3,"(0.23, 0.21)",ORANGE,,,,,,2023-10-08,2023-10-09
1008-1009,7NBR001_2,_1 rec fail,1,"2,",03:30 - 11:10,2023-10-08 7:00:00,0:17:33,14:44:14,18.6,18,19.3,"(0.23, 0.21)",ORANGE,,,,,,2023-10-08,2023-10-09
1008-1009,P21L1Bo_1,_1 failed solve,1,"1,-5,",02:00 - 08:30,2023-10-09 4:30:00,21:44:51,0:40:57,1.14,-2.4,20.9,"(0.65, 1.07)",GREEN,,,,,,2023-10-08,2023-10-09
1008-1009,P21L1Bo_2,_1 failed solve,-1,"-9,",02:00 - 08:30,2023-10-09 4:30:00,21:44:51,0:40:57,1.14,-2.4,20.9,"(0.65, 1.07)",GREEN,,,,,,2023-10-08,2023-10-09
1008-1009,P11KKGu_1,_2 rec fail & tracking fail,1,"2,",05:20 - 11:10,2023-10-08 7:30:00,0:50:21,-27:48:41,6.6,-8.4,20.9,"(6.81, 8.28)",ORANGE,,,,,,2023-10-08,2023-10-09
1008-1009,P11KKGu_2,_2 rec fail & tracking fail,-1,"-3,-5",05:20 - 11:10,2023-10-08 7:30:00,0:50:21,-27:48:41,6.6,-8.4,20.9,"(6.81, 8.28)",ORANGE,,,,,,2023-10-08,2023-10-09
1008-1009,P21L2Lp_1,_2 large astrometry sense,1,"2,",05:50 - 13:20,2023-10-08 9:20:00,2:36:20,20:18:40,3.3,-7.2,21.1,"(0.49, 0.5)",GREEN,,,,,,2023-10-08,2023-10-09
1008-1009,P21L2Lp_2,_2 large astrometry sense,-1,"-9,",05:50 - 13:20,2023-10-08 9:20:00,2:36:20,20:18:40,3.3,-7.2,21.1,"(0.49, 0.5)",GREEN,,,,,,2023-10-08,2023-10-09
1008-1009,A10XbU9_1,,1,"2,",06:30 - 13:00,2023-10-08 9:00:00,2:16:10,51:44:26,2.76,-2.1,18.6,"(24.62, 79.8)",GREEN,,,,,,2023-10-08,2023-10-09
1008-1009,A10XbU9_2,,1,"2,",06:30 - 13:00,2023-10-08 9:00:00,2:16:10,51:44:26,2.76,-2.1,18.6,"(24.62, 79.8)",GREEN,,,,,,2023-10-08,2023-10-09
1008-1009,ZTs0160_1,,-1,"-2,",07:00 - 14:20,2023-10-08 10:30:00,3:51:44,6:22:49,-21,12.6,18.2,"(70.62, 37.09)",GREEN,,,,,,2023-10-08,2023-10-09
1008-1009,ZTs0160_2,,-1,"-2,",07:00 - 14:20,2023-10-08 10:30:00,3:51:44,6:22:49,-21,12.6,18.2,"(70.62, 37.09)",GREEN,,,,,,2023-10-08,2023-10-09
1008-1009,P11KQoN_1,"_1, _2 failed solve",1,"2,",05:20 - 11:40,2023-10-08 7:30:00,0:50:46,-7:27:19,-1.98,-2.22,21,"(2.12, 1.69)",GREEN,,,,,,2023-10-08,2023-10-09
1008-1009,P11KQoN_2,"_1, _2 failed solve",-1,"-3,-5",05:20 - 11:40,2023-10-08 7:30:00,0:50:46,-7:27:19,-1.98,-2.22,21,"(2.12, 1.69)",GREEN,,,,,,2023-10-08,2023-10-09
1008-1009,P21L2WE_1,"_1 failed solve?, _2 failed solve?",-1,"-5,-9",07:30 - 15:00,2023-10-08 11:00:00,4:18:24,2:55:09,-5.88,3.84,20.1,"(0.43, 0.27)",ORANGE,,,,,,2023-10-08,2023-10-09
1008-1009,P21L2WE_2,"_1 failed solve?, _2 failed solve?",-1,"-3,-5",07:30 - 15:00,2023-10-08 11:00:00,4:18:24,2:55:09,-5.88,3.84,20.1,"(0.43, 0.27)",ORANGE,,,,,,2023-10-08,2023-10-09
1008-1009,P21L2WC_1,,1,"2,",08:00 - 15:30,2023-10-08 11:20:00,4:40:04,6:25:35,1.8,-0.42,21.1,"(0.46, 0.27)",GREEN,,,,,,2023-10-08,2023-10-09
1008-1009,P21L2WC_2,,1,"2,",08:00 - 15:30,2023-10-08 11:20:00,4:40:04,6:25:35,1.8,-0.42,21.1,"(0.46, 0.27)",GREEN,,,,,,2023-10-08,2023-10-09
1008-1009,P11L35L_1,,1,"2,",08:20 - 15:50,2023-10-08 11:50:00,5:05:06,5:30:57,0.96,1.5,21.4,"(14.6, 8.36)",GREEN,,,,,,2023-10-08,2023-10-09
1008-1009,P11L35L_2,,1,"2,",08:20 - 15:50,2023-10-08 11:50:00,5:05:06,5:30:57,0.96,1.5,21.4,"(14.6, 8.36)",GREEN,,,,,,2023-10-08,2023-10-09
1007-1008,A10XbTT_1,clouds; failed frame reregistration,-1,"-4,",05:50 - 13:20,2023-10-07 9:20:00,2:38:29,12:35:41,-18.6,-19.8,17.8,"(2.41, 0.53)",ORANGE,,,,,,2023-10-07,2023-10-08
1007-1008,A10XbTT_2,clouds; failed frame reregistration,-1,"-4,",05:50 - 13:20,2023-10-07 9:20:00,2:38:29,12:35:41,-18.6,-19.8,17.8,"(2.41, 0.53)",ORANGE,,,,,,2023-10-07,2023-10-08
1007-1008,P11KQoM_1,,1,"1,",05:50 - 12:10,2023-10-07 8:00:00,1:18:22,-10:16:43,4.74,-10.8,20.6,"(7.31, 16.12)",GREEN,,,,,,2023-10-07,2023-10-08
1007-1008,P11KQoM_2,,1,"1,",05:50 - 12:10,2023-10-07 8:00:00,1:18:22,-10:16:43,4.74,-10.8,20.6,"(7.31, 16.12)",GREEN,,,,,,2023-10-07,2023-10-08
1007-1008,C9LMXX2_1,clouds; failed frame reregistration,-1,"-4,",05:00 - 12:40,2023-10-07 8:30:00,1:45:22,0:14:02,0.48,-4.08,21.5,"(2.72, 16.83)",GREEN,,,,,,2023-10-07,2023-10-08
1007-1008,C9LMXX2_2,clouds; failed frame reregistration,-1,"-4,",05:00 - 12:40,2023-10-07 8:30:00,1:45:22,0:14:02,0.48,-4.08,21.5,"(2.72, 16.83)",GREEN,,,,,,2023-10-07,2023-10-08
1007-1008,C9M3WE2_1,clouds; obj not in fov,-1,"-2,",07:20 - 13:40,2023-10-07 9:30:00,2:45:51,-17:08:35,1.44,3,21,"(1.88, 3.08)",GREEN,,,,,,2023-10-07,2023-10-08
1007-1008,C9M3WE2_2,clouds; obj not in fov,-1,"-2,",07:20 - 13:40,2023-10-07 9:30:00,2:45:51,-17:08:35,1.44,3,21,"(1.88, 3.08)",GREEN,,,,,,2023-10-07,2023-10-08
1006-1007,C9L7UM2_1,"_1 skipped, _2 bad rec",-1,"-9,",03:00 - 10:30,2023-10-07 6:30:00,23:41:11,7:21:26,-15,2.58,20.1,"(18.11, 5.45)",GREEN,,,,,,2023-10-06,2023-10-07
1006-1007,C9L7UM2_2,"_1 skipped, _2 bad rec",1,"-5,2",03:00 - 10:30,2023-10-07 6:30:00,23:41:11,7:21:26,-15,2.58,20.1,"(18.11, 5.45)",GREEN,,,,,,2023-10-06,2023-10-07
